Work,Education,MaritalStatus,Occupation,Relationship,Race,Gender,Country,Salary
Private,HS-Graduate,Separated,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Married,Admin,Wife,White,Female,North-America,>=50K
Private,HS-Graduate,Not-Married,Admin,Own-child,White,Female,North-America,<50K
Private,HS-Graduate,Not-Married,Service,Other-relative,White,Female,North-America,<50K
Private,HS-Graduate,Married,Service,Wife,White,Female,North-America,>=50K
Private,Bachelors,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Self-emp,Associate,Separated,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Service,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Separated,Manual Labour,Unmarried,White,Female,North-America,<50K
Private,Bachelors,Married,Office Labour,Husband,White,Male,North-America,>=50K
Self-emp,Bachelors,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Not-Married,Manual Labour,Own-child,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Service,Not-in-family,White,Female,North-America,<50K
Government,Bachelors,Married,Military,Husband,White,Male,North-America,>=50K
Private,Associate,Separated,Office Labour,Not-in-family,White,Female,North-America,<50K
Private,<Gr12,Married,Manual Labour,Husband,Other,Male,South-America,<50K
Private,Masters,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Married,Admin,Husband,White,Male,North-America,<50K
Self-emp,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,<50K
Government,HS-Graduate,Separated,Service,Not-in-family,Black,Female,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Unmarried,Black,Female,North-America,<50K
Private,HS-Graduate,Separated,Office Labour,Unmarried,White,Female,North-America,<50K
Private,Doctorate,Married,Office Labour,Husband,White,Male,North-America,>=50K
Government,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,<Gr12,Separated,Manual Labour,Not-in-family,White,Male,North-America,>=50K
Private,<Gr12,Married,Manual Labour,Husband,White,Male,South-America,<50K
Private,<Gr12,Not-Married,Service,Own-child,White,Female,North-America,<50K
Government,<Gr12,Separated,Manual Labour,Not-in-family,Black,Male,North-America,<50K
Government,HS-Graduate,Separated,Manual Labour,Unmarried,White,Female,North-America,<50K
Private,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,<50K
Private,<Gr12,Not-Married,Manual Labour,Own-child,White,Male,North-America,<50K
Government,Bachelors,Married,Office Labour,Wife,White,Female,North-America,>=50K
Private,HS-Graduate,Separated,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,<Gr12,Not-Married,Manual Labour,Unmarried,White,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Government,Masters,Not-Married,Professional,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Not-in-family,White,Male,Carribean,<50K
Self-emp,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,>=50K
Government,Masters,Married,Professional,Husband,White,Male,North-America,<50K
Self-emp,Bachelors,Not-Married,Professional,Not-in-family,White,Female,North-America,<50K
Private,Associate,Married,Service,Wife,White,Female,North-America,>=50K
Private,HS-Graduate,Not-Married,Manual Labour,Own-child,Asian-Pac-Islander,Male,Asia,<50K
Private,Masters,Married,Professional,Husband,White,Male,North-America,>=50K
Government,HS-Graduate,Not-Married,Manual Labour,Not-in-family,Black,Male,North-America,<50K
Government,HS-Graduate,Not-Married,Military,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Admin,Husband,White,Male,North-America,<50K
Government,HS-Graduate,Married,Admin,Wife,White,Female,North-America,<50K
Private,Bachelors,Not-Married,Professional,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Separated,Admin,Not-in-family,White,Female,North-America,<50K
Government,HS-Graduate,Not-Married,Military,Own-child,White,Male,North-America,<50K
Private,HS-Graduate,Married,Professional,Husband,White,Male,North-America,>=50K
Private,<Gr12,Not-Married,Manual Labour,Other-relative,White,Male,South-America,<50K
Private,HS-Graduate,Not-Married,Office Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Widowed,Office Labour,Unmarried,Black,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,Amer-Indian-Eskimo,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Own-child,Black,Female,North-America,<50K
Self-emp,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Self-emp,HS-Graduate,Married,Office Labour,Wife,White,Female,North-America,>=50K
Private,Associate,Married,Manual Labour,Husband,Asian-Pac-Islander,Male,North-America,>=50K
Private,HS-Graduate,Married,Office Labour,Wife,White,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,Black,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,Associate,Not-Married,Manual Labour,Own-child,White,Male,North-America,<50K
Government,HS-Graduate,Married,Manual Labour,Husband,Black,Male,North-America,<50K
Private,Bachelors,Married,Professional,Husband,White,Male,North-America,<50K
Private,<Gr12,Not-Married,Manual Labour,Unmarried,White,Male,North-America,<50K
Private,Bachelors,Not-Married,Office Labour,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Admin,Wife,White,Female,North-America,<50K
Private,HS-Graduate,Separated,Manual Labour,Unmarried,White,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,Masters,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,Bachelors,Married,Office Labour,Wife,White,Female,North-America,>=50K
Private,HS-Graduate,Not-Married,Professional,Unmarried,White,Male,North-America,>=50K
Private,HS-Graduate,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,Associate,Separated,Service,Not-in-family,White,Female,North-America,<50K
Private,Bachelors,Not-Married,Manual Labour,Not-in-family,White,Female,North-America,<50K
Private,<Gr12,Not-Married,Service,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Own-child,White,Male,North-America,<50K
Private,<Gr12,Not-Married,Service,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Service,Unmarried,White,Female,North-America,<50K
Private,Associate,Married,Manual Labour,Husband,White,Male,Europe,<50K
Self-emp,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Government,Bachelors,Not-Married,Professional,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Unmarried,White,Female,North-America,<50K
Private,HS-Graduate,Not-Married,Admin,Own-child,Black,Female,North-America,<50K
Government,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Government,Bachelors,Separated,Professional,Unmarried,White,Female,North-America,<50K
Private,Bachelors,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Not-Married,Service,Not-in-family,White,Female,North-America,<50K
Government,HS-Graduate,Separated,Admin,Not-in-family,White,Male,North-America,<50K
Private,Associate,Not-Married,Office Labour,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Separated,Professional,Unmarried,White,Female,North-America,<50K
Private,Bachelors,Not-Married,Manual Labour,Own-child,White,Male,North-America,<50K
Private,HS-Graduate,Separated,Admin,Unmarried,White,Female,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Own-child,White,Male,North-America,<50K
Private,<Gr12,Not-Married,Service,Own-child,White,Male,South-America,<50K
Private,HS-Graduate,Not-Married,Professional,Not-in-family,White,Female,North-America,<50K
Government,HS-Graduate,Not-Married,Manual Labour,Not-in-family,White,Male,Europe,<50K
Government,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Married,Admin,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Separated,Service,Unmarried,White,Female,Europe,<50K
Private,Bachelors,Not-Married,Office Labour,Not-in-family,White,Female,North-America,<50K
Private,Bachelors,Not-Married,Office Labour,Not-in-family,Black,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Military,Own-child,White,Male,North-America,<50K
Private,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,<50K
Government,HS-Graduate,Separated,Admin,Unmarried,Black,Female,North-America,<50K
Private,HS-Graduate,Separated,Service,Unmarried,White,Female,North-America,<50K
Private,Associate,Not-Married,Manual Labour,Unmarried,White,Male,North-America,<50K
Private,Associate,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Married,Professional,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Separated,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Admin,Not-in-family,Amer-Indian-Eskimo,Female,North-America,<50K
Private,Bachelors,Married,Professional,Husband,White,Male,North-America,>=50K
Self-emp,Bachelors,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,>=50K
Government,HS-Graduate,Separated,Manual Labour,Not-in-family,Black,Male,North-America,<50K
Government,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Separated,Manual Labour,Unmarried,White,Male,North-America,>=50K
Private,HS-Graduate,Married,Office Labour,Wife,White,Female,North-America,<50K
Private,Bachelors,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Separated,Admin,Not-in-family,White,Female,North-America,<50K
Self-emp,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Self-emp,Masters,Married,Professional,Husband,White,Male,North-America,<50K
Private,<Gr12,Separated,Manual Labour,Unmarried,Other,Female,South-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Married,Service,Husband,Black,Male,North-America,<50K
Private,Associate,Married,Office Labour,Wife,White,Female,North-America,>=50K
Private,Professional,Married,Professional,Husband,White,Male,North-America,>=50K
Government,<Gr12,Married,Office Labour,Husband,White,Male,North-America,<50K
Private,<Gr12,Widowed,Service,Not-in-family,Black,Female,North-America,<50K
Private,Associate,Separated,Manual Labour,Not-in-family,White,Male,North-America,<50K
Self-emp,Bachelors,Not-Married,Manual Labour,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,Doctorate,Not-Married,Professional,Own-child,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Unmarried,White,Female,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Not-in-family,White,Female,North-America,<50K
Private,<Gr12,Married,Service,Wife,White,Female,North-America,<50K
Government,HS-Graduate,Married,Military,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Own-child,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Unmarried,White,Male,North-America,<50K
Self-emp,HS-Graduate,Separated,Office Labour,Not-in-family,White,Male,North-America,<50K
Self-emp,HS-Graduate,Separated,Service,Unmarried,White,Female,North-America,<50K
Private,<Gr12,Widowed,Admin,Unmarried,White,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Wife,Black,Female,North-America,<50K
Government,Associate,Separated,Manual Labour,Unmarried,Black,Female,North-America,>=50K
Private,<Gr12,Not-Married,Manual Labour,Not-in-family,White,Female,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Married,Office Labour,Wife,White,Female,North-America,<50K
Private,<Gr12,Married,Service,Husband,White,Male,South-America,<50K
Private,Bachelors,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,Bachelors,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Married,Professional,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Not-Married,Manual Labour,Unmarried,Black,Female,North-America,<50K
Self-emp,Bachelors,Married,Professional,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Not-Married,Manual Labour,Own-child,Amer-Indian-Eskimo,Male,North-America,<50K
Self-emp,Masters,Married,Office Labour,Husband,White,Male,North-America,<50K
Private,<Gr12,Separated,Service,Unmarried,White,Female,South-America,<50K
Self-emp,HS-Graduate,Separated,Manual Labour,Not-in-family,White,Male,North-America,<50K
Private,Masters,Separated,Office Labour,Unmarried,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Manual Labour,Own-child,White,Male,North-America,<50K
Private,HS-Graduate,Married,Professional,Husband,White,Male,North-America,<50K
Private,<Gr12,Not-Married,Office Labour,Own-child,White,Male,North-America,<50K
Private,Associate,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Private,Doctorate,Not-Married,Professional,Not-in-family,White,Female,North-America,<50K
Private,Bachelors,Married,Office Labour,Wife,White,Male,North-America,>=50K
Self-emp,Associate,Separated,Office Labour,Unmarried,White,Female,North-America,<50K
Government,Bachelors,Not-Married,Professional,Not-in-family,White,Female,North-America,<50K
Self-emp,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Married,Office Labour,Husband,White,Male,North-America,>=50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Private,HS-Graduate,Married,Manual Labour,Husband,White,Male,North-America,<50K
Self-emp,Bachelors,Not-Married,Office Labour,Not-in-family,White,Male,North-America,<50K
Private,HS-Graduate,Not-Married,Office Labour,Own-child,White,Female,North-America,<50K
Private,HS-Graduate,Not-Married,Admin,Not-in-family,White,Male,North-America,<50K
Private,<Gr12,Not-Married,Service,Own-child,White,Male,North-America,<50K
Private,<Gr12,Married,Manual Labour,Husband,White,Male,North-America,>=50K
Self-emp,Bachelors,Separated,Professional,Not-in-family,White,Male,North-America,<50K
Private,<Gr12,Not-Married,Manual Labour,Not-in-family,White,Male,North-America,>=50K
Private,Bachelors,Married,Professional,Husband,White,Male,North-America,>=50K
Private,Bachelors,Not-Married,Admin,Own-child,White,Female,North-America,<50K
