job_title,industry,company_size,salary,experience_years,education_level,skills_count,connections,data_source,date_updated
Lead Software Developer,Manufacturing,1-10,35000,17,PhD,5,3708,linkedin,2025-07-13 00:52:04.493985
Site Reliability Engineer,Media & Communications,201-500,99394,9,Bachelor,12,2820,linkedin,2025-07-23 00:52:04.493989
Technical Lead,Education,201-500,101082,13,Master,12,4079,linkedin,2025-07-14 00:52:04.493993
Engineering Director,Real Estate,5000+,97498,14,PhD,45,1125,linkedin,2025-08-08 00:52:04.493997
Platform Engineer,Retail,5000+,108038,10,Master,21,2836,linkedin,2025-07-08 00:52:04.494001
VP of Engineering,Manufacturing,201-500,125209,6,No Degree,16,4790,linkedin,2025-07-02 00:52:04.494005
CTO,Technology,11-50,70117,5,Certificate,35,2322,linkedin,2025-09-12 00:52:04.494009
Platform Engineer,Manufacturing,1-10,96098,4,PhD,21,953,linkedin,2025-08-19 00:52:04.494012
Lead Software Developer,Government,201-500,72478,23,Master,40,3435,linkedin,2025-06-24 00:52:04.494016
Data Engineer,Government,11-50,61755,8,No Degree,13,1762,linkedin,2025-07-11 00:52:04.494020
ML Engineer,Real Estate,501-1000,81969,13,Master,14,3033,linkedin,2025-06-27 00:52:04.494024
VP of Engineering,Media & Communications,1001-5000,135172,17,Certificate,16,4712,linkedin,2025-07-27 00:52:04.494028
Senior Software Developer,Manufacturing,1-10,122737,8,PhD,30,3155,linkedin,2025-07-16 00:52:04.494032
Platform Engineer,Media & Communications,501-1000,136272,2,No Degree,24,1744,linkedin,2025-07-17 00:52:04.494036
Senior Software Developer,Real Estate,1001-5000,96815,10,No Degree,15,3462,linkedin,2025-08-30 00:52:04.494040
Software Architect,Education,1001-5000,126849,12,Bachelor,46,3366,linkedin,2025-09-13 00:52:04.494044
Site Reliability Engineer,Technology,1-10,90978,5,Certificate,31,2437,linkedin,2025-07-30 00:52:04.494047
Software Developer,Real Estate,501-1000,153172,14,Bachelor,23,397,linkedin,2025-07-07 00:52:04.494051
Software Developer,Financial Services,1-10,127857,20,Bachelor,32,3313,linkedin,2025-08-03 00:52:04.494055
ML Engineer,Real Estate,5000+,35140,11,PhD,26,2647,linkedin,2025-08-17 00:52:04.494059
Software Developer,Technology,1-10,73999,16,No Degree,22,3377,linkedin,2025-09-01 00:52:04.494063
Site Reliability Engineer,Real Estate,5000+,164400,16,PhD,46,1380,linkedin,2025-09-17 00:52:04.494067
Engineering Director,Real Estate,11-50,88741,23,Master,26,4604,linkedin,2025-07-06 00:52:04.494071
CTO,Government,1001-5000,73513,7,Bachelor,36,1724,linkedin,2025-08-28 00:52:04.494075
VP of Engineering,Financial Services,201-500,123126,12,Certificate,41,968,linkedin,2025-09-12 00:52:04.494079
CTO,Energy,1-10,39781,21,No Degree,48,3409,linkedin,2025-09-09 00:52:04.494083
CTO,Financial Services,1-10,104049,7,PhD,5,1302,linkedin,2025-08-03 00:52:04.494087
Software Developer,Technology,201-500,210930,9,Master,14,3855,linkedin,2025-07-26 00:52:04.494091
Software Architect,Media & Communications,51-200,114117,19,PhD,47,3490,linkedin,2025-08-05 00:52:04.494095
VP of Engineering,Healthcare,1001-5000,210242,22,PhD,8,2720,linkedin,2025-08-24 00:52:04.494099
CTO,Media & Communications,201-500,127552,22,PhD,10,769,linkedin,2025-07-27 00:52:04.494103
Lead Software Developer,Technology,501-1000,186268,12,No Degree,27,1674,linkedin,2025-07-09 00:52:04.494107
Site Reliability Engineer,Government,201-500,124858,11,PhD,43,4695,linkedin,2025-07-16 00:52:04.494111
ML Engineer,Retail,1001-5000,135148,6,Bachelor,21,671,linkedin,2025-06-23 00:52:04.494115
Engineering Director,Retail,11-50,81498,17,Master,19,507,linkedin,2025-09-05 00:52:04.494119
Technical Lead,Manufacturing,1001-5000,155383,8,Bachelor,47,2116,linkedin,2025-06-29 00:52:04.494123
ML Engineer,Healthcare,201-500,156729,15,PhD,23,2453,linkedin,2025-08-19 00:52:04.494127
Site Reliability Engineer,Consulting,11-50,90288,19,PhD,27,3840,linkedin,2025-07-12 00:52:04.494131
CTO,Manufacturing,1001-5000,101221,21,PhD,50,540,linkedin,2025-08-11 00:52:04.494135
CTO,Education,11-50,70774,9,Certificate,22,4038,linkedin,2025-08-29 00:52:04.494139
Data Engineer,Energy,11-50,103273,22,PhD,11,4711,linkedin,2025-09-16 00:52:04.494143
CTO,Manufacturing,1001-5000,148141,22,Bachelor,6,363,linkedin,2025-07-03 00:52:04.494147
CTO,Non-profit,501-1000,51387,10,PhD,16,4260,linkedin,2025-08-27 00:52:04.494151
ML Engineer,Non-profit,11-50,88452,3,Certificate,45,2227,linkedin,2025-09-01 00:52:04.494154
Lead Software Developer,Financial Services,501-1000,134017,5,Certificate,27,4244,linkedin,2025-08-04 00:52:04.494158
CTO,Non-profit,5000+,86930,2,Master,23,4324,linkedin,2025-07-04 00:52:04.494162
Software Developer,Financial Services,51-200,102986,21,PhD,35,4718,linkedin,2025-07-06 00:52:04.494166
Senior Software Developer,Non-profit,51-200,111359,25,No Degree,21,1972,linkedin,2025-08-15 00:52:04.494170
Engineering Director,Real Estate,201-500,110824,12,Bachelor,46,1307,linkedin,2025-08-20 00:52:04.494173
Software Architect,Media & Communications,51-200,74789,9,Bachelor,50,3928,linkedin,2025-06-21 00:52:04.494177
Data Engineer,Technology,5000+,210243,1,Certificate,46,1873,linkedin,2025-09-08 00:52:04.494181
Software Architect,Energy,501-1000,135920,11,No Degree,46,2495,linkedin,2025-08-18 00:52:04.494185
CTO,Retail,501-1000,108649,24,PhD,25,268,linkedin,2025-07-19 00:52:04.494189
Site Reliability Engineer,Consulting,1001-5000,179344,4,Master,38,1439,linkedin,2025-09-08 00:52:04.494193
Senior Software Developer,Real Estate,5000+,105559,3,Master,30,2627,linkedin,2025-06-28 00:52:04.494196
Senior Software Developer,Healthcare,1001-5000,119109,17,Bachelor,25,2197,linkedin,2025-08-15 00:52:04.494200
Data Engineer,Education,501-1000,45367,19,Master,34,3833,linkedin,2025-09-11 00:52:04.494205
Software Developer,Education,51-200,50844,1,Certificate,6,3139,linkedin,2025-06-27 00:52:04.494208
Software Developer,Energy,1001-5000,179310,13,Master,29,1880,linkedin,2025-08-25 00:52:04.494212
VP of Engineering,Education,11-50,96468,9,Master,13,3601,linkedin,2025-08-06 00:52:04.494216
Lead Software Developer,Education,1-10,61799,25,Certificate,43,4403,linkedin,2025-09-11 00:52:04.494220
Site Reliability Engineer,Media & Communications,201-500,147944,2,Certificate,37,2079,linkedin,2025-07-23 00:52:04.494224
Data Engineer,Non-profit,201-500,70222,16,PhD,15,1663,linkedin,2025-06-30 00:52:04.494229
ML Engineer,Non-profit,201-500,68698,7,Certificate,41,991,linkedin,2025-07-13 00:52:04.494232
Engineering Director,Media & Communications,51-200,96342,9,Bachelor,48,4902,linkedin,2025-07-10 00:52:04.494236
Software Architect,Real Estate,501-1000,110439,12,Certificate,50,4758,linkedin,2025-08-29 00:52:04.494240
Lead Software Developer,Government,201-500,79102,5,No Degree,6,924,linkedin,2025-07-26 00:52:04.494244
Senior Software Developer,Retail,51-200,122155,20,No Degree,25,1459,linkedin,2025-07-18 00:52:04.494248
CTO,Media & Communications,5000+,137992,18,Certificate,11,3058,linkedin,2025-06-27 00:52:04.494252
Site Reliability Engineer,Retail,11-50,100729,7,Master,9,3753,linkedin,2025-07-06 00:52:04.494256
Senior Software Developer,Consulting,5000+,200752,22,Master,46,2547,linkedin,2025-07-16 00:52:04.494260
VP of Engineering,Retail,1-10,83375,20,Certificate,11,3907,linkedin,2025-07-31 00:52:04.494264
Platform Engineer,Retail,1-10,57564,5,Bachelor,6,267,linkedin,2025-09-12 00:52:04.494268
CTO,Healthcare,501-1000,82987,14,PhD,47,4712,linkedin,2025-08-03 00:52:04.494272
Platform Engineer,Government,5000+,110357,15,Bachelor,5,2975,linkedin,2025-09-02 00:52:04.494276
Lead Software Developer,Real Estate,51-200,90932,8,No Degree,46,537,linkedin,2025-06-26 00:52:04.494280
Software Architect,Manufacturing,1-10,77660,20,Bachelor,26,1867,linkedin,2025-07-16 00:52:04.494283
ML Engineer,Manufacturing,11-50,85156,6,No Degree,34,4814,linkedin,2025-06-22 00:52:04.494287
Site Reliability Engineer,Healthcare,5000+,240794,16,PhD,48,3252,linkedin,2025-08-25 00:52:04.494292
VP of Engineering,Healthcare,501-1000,83697,22,No Degree,35,2698,linkedin,2025-08-24 00:52:04.494295
Senior Software Developer,Financial Services,1001-5000,86884,12,Master,47,2231,linkedin,2025-08-22 00:52:04.494299
CTO,Government,11-50,74083,22,Bachelor,33,2763,linkedin,2025-07-22 00:52:04.494303
Software Architect,Non-profit,1001-5000,78314,4,PhD,46,2555,linkedin,2025-08-16 00:52:04.494307
ML Engineer,Real Estate,51-200,102506,4,No Degree,50,4724,linkedin,2025-07-31 00:52:04.494311
Technical Lead,Real Estate,51-200,108867,22,No Degree,46,3248,linkedin,2025-08-26 00:52:04.494315
Technical Lead,Real Estate,1001-5000,163146,7,No Degree,22,151,linkedin,2025-07-06 00:52:04.494320
Lead Software Developer,Energy,5000+,82884,16,Certificate,47,709,linkedin,2025-08-03 00:52:04.494324
Software Architect,Education,1001-5000,85049,21,Certificate,38,2814,linkedin,2025-09-17 00:52:04.494328
CTO,Real Estate,1-10,84146,11,Bachelor,39,1378,linkedin,2025-08-04 00:52:04.494332
Platform Engineer,Financial Services,1-10,126894,1,Master,10,4452,linkedin,2025-07-24 00:52:04.494336
Lead Software Developer,Education,1-10,94140,16,PhD,42,963,linkedin,2025-08-13 00:52:04.494340
Site Reliability Engineer,Media & Communications,51-200,117697,14,Certificate,9,3443,linkedin,2025-07-28 00:52:04.494344
CTO,Energy,1001-5000,121746,13,Bachelor,10,2827,linkedin,2025-09-11 00:52:04.494348
Technical Lead,Energy,11-50,66466,9,Bachelor,10,108,linkedin,2025-08-25 00:52:04.494352
Platform Engineer,Manufacturing,51-200,81598,11,Certificate,29,2591,linkedin,2025-07-20 00:52:04.494356
VP of Engineering,Retail,5000+,113292,21,Certificate,28,3851,linkedin,2025-08-24 00:52:04.494360
Lead Software Developer,Energy,501-1000,132674,21,Certificate,35,2564,linkedin,2025-09-07 00:52:04.494364
Engineering Director,Technology,1-10,105147,14,No Degree,25,272,linkedin,2025-08-29 00:52:04.494368
Software Architect,Consulting,1-10,61020,20,PhD,32,1622,linkedin,2025-09-02 00:52:04.494372
Site Reliability Engineer,Media & Communications,201-500,93112,21,Bachelor,31,900,linkedin,2025-07-31 00:52:04.494376
Software Architect,Retail,5000+,162178,15,Master,5,2737,linkedin,2025-08-22 00:52:04.494380
Lead Software Developer,Media & Communications,501-1000,124022,20,Bachelor,36,4426,linkedin,2025-09-09 00:52:04.494384
VP of Engineering,Real Estate,11-50,97654,19,Master,8,4814,linkedin,2025-06-26 00:52:04.494388
Senior Software Developer,Manufacturing,51-200,104094,2,Certificate,12,513,linkedin,2025-07-24 00:52:04.494392
Senior Software Developer,Manufacturing,201-500,146990,20,Bachelor,19,3650,linkedin,2025-07-21 00:52:04.494395
Engineering Director,Technology,501-1000,156945,2,PhD,12,1079,linkedin,2025-07-21 00:52:04.494399
ML Engineer,Real Estate,1001-5000,111581,22,Certificate,33,3628,linkedin,2025-06-23 00:52:04.494403
Senior Software Developer,Consulting,501-1000,105481,19,PhD,31,3730,linkedin,2025-09-13 00:52:04.494407
ML Engineer,Non-profit,201-500,77714,22,Bachelor,40,3878,linkedin,2025-08-14 00:52:04.494411
VP of Engineering,Non-profit,5000+,36292,3,Master,14,4288,linkedin,2025-08-20 00:52:04.494415
Data Engineer,Technology,1001-5000,153153,25,Certificate,39,4335,linkedin,2025-08-09 00:52:04.494419
CTO,Energy,201-500,99122,19,No Degree,37,4234,linkedin,2025-08-29 00:52:04.494423
Software Architect,Media & Communications,201-500,68853,12,No Degree,30,4450,linkedin,2025-07-29 00:52:04.494426
Platform Engineer,Government,201-500,64199,6,Certificate,21,4214,linkedin,2025-08-25 00:52:04.494430
Software Architect,Energy,1-10,91383,25,Bachelor,41,3706,linkedin,2025-09-09 00:52:04.494434
Technical Lead,Retail,201-500,110527,11,No Degree,27,230,linkedin,2025-09-03 00:52:04.494438
Software Architect,Consulting,201-500,128591,15,Master,47,819,linkedin,2025-09-09 00:52:04.494442
VP of Engineering,Retail,201-500,112503,25,No Degree,9,2369,linkedin,2025-09-15 00:52:04.494446
Lead Software Developer,Government,501-1000,93311,6,PhD,30,2627,linkedin,2025-07-02 00:52:04.494450
Senior Software Developer,Real Estate,1001-5000,161873,8,Certificate,10,3541,linkedin,2025-08-07 00:52:04.494454
ML Engineer,Technology,51-200,127310,22,Master,47,1874,linkedin,2025-06-25 00:52:04.494458
Engineering Director,Financial Services,501-1000,101417,14,Master,35,4512,linkedin,2025-09-07 00:52:04.494462
Senior Software Developer,Consulting,1001-5000,208596,20,Bachelor,28,970,linkedin,2025-07-14 00:52:04.494466
Senior Software Developer,Energy,1001-5000,134934,8,Certificate,42,291,linkedin,2025-09-14 00:52:04.494470
CTO,Media & Communications,501-1000,97206,2,PhD,32,2600,linkedin,2025-08-12 00:52:04.494474
Technical Lead,Non-profit,1-10,36529,25,PhD,48,4575,linkedin,2025-09-09 00:52:04.494478
Senior Software Developer,Retail,501-1000,125283,25,Master,44,2188,linkedin,2025-08-29 00:52:04.494482
Data Engineer,Education,501-1000,88528,3,Bachelor,44,1415,linkedin,2025-07-24 00:52:04.494486
ML Engineer,Government,1-10,84727,1,No Degree,37,3589,linkedin,2025-06-23 00:52:04.494489
Platform Engineer,Technology,201-500,124102,17,Bachelor,23,2625,linkedin,2025-09-07 00:52:04.494494
Platform Engineer,Manufacturing,201-500,82623,24,Certificate,11,942,linkedin,2025-07-18 00:52:04.494497
Platform Engineer,Education,11-50,83718,20,PhD,15,116,linkedin,2025-07-27 00:52:04.494501
Software Developer,Education,501-1000,112296,1,PhD,38,2923,linkedin,2025-07-09 00:52:04.494505
Technical Lead,Healthcare,1001-5000,141577,1,PhD,44,4029,linkedin,2025-07-17 00:52:04.494509
Platform Engineer,Energy,501-1000,133276,23,PhD,49,4066,linkedin,2025-08-26 00:52:04.494513
Software Developer,Media & Communications,1-10,75283,8,Bachelor,17,784,linkedin,2025-08-02 00:52:04.494517
Site Reliability Engineer,Financial Services,5000+,197086,17,Certificate,10,3764,linkedin,2025-08-04 00:52:04.494521
Data Engineer,Non-profit,501-1000,103041,14,Master,14,2640,linkedin,2025-07-01 00:52:04.494525
Platform Engineer,Media & Communications,201-500,120836,14,PhD,46,923,linkedin,2025-07-01 00:52:04.494528
ML Engineer,Media & Communications,5000+,127371,12,No Degree,18,1583,linkedin,2025-08-02 00:52:04.494532
ML Engineer,Financial Services,501-1000,213559,2,Bachelor,5,1216,linkedin,2025-07-28 00:52:04.494536
Software Architect,Consulting,51-200,46601,20,Master,14,3729,linkedin,2025-07-17 00:52:04.494540
CTO,Energy,1-10,114989,18,PhD,41,2606,linkedin,2025-06-23 00:52:04.494544
VP of Engineering,Healthcare,501-1000,71918,6,Master,44,3052,linkedin,2025-08-01 00:52:04.494548
Software Architect,Media & Communications,1001-5000,104138,9,PhD,39,1589,linkedin,2025-09-06 00:52:04.494552
Data Engineer,Consulting,1001-5000,146684,1,Bachelor,12,2666,linkedin,2025-06-27 00:52:04.494556
CTO,Retail,201-500,100673,20,PhD,11,3136,linkedin,2025-09-04 00:52:04.494560
ML Engineer,Consulting,501-1000,171219,25,PhD,28,2135,linkedin,2025-08-28 00:52:04.494564
CTO,Consulting,51-200,83851,1,No Degree,18,4154,linkedin,2025-08-17 00:52:04.494568
CTO,Financial Services,51-200,141670,6,PhD,14,1905,linkedin,2025-08-30 00:52:04.494572
Software Architect,Media & Communications,51-200,81267,23,Master,11,1775,linkedin,2025-07-07 00:52:04.494576
Site Reliability Engineer,Retail,201-500,112210,19,Certificate,25,3681,linkedin,2025-08-27 00:52:04.494580
Software Developer,Government,201-500,82246,7,Master,28,255,linkedin,2025-09-16 00:52:04.494584
Site Reliability Engineer,Manufacturing,51-200,97207,23,PhD,25,4386,linkedin,2025-09-12 00:52:04.494587
Data Engineer,Media & Communications,11-50,73745,20,PhD,7,3998,linkedin,2025-06-23 00:52:04.494591
Lead Software Developer,Government,501-1000,79570,13,Master,28,2945,linkedin,2025-07-13 00:52:04.494595
Site Reliability Engineer,Education,11-50,73312,19,Master,33,290,linkedin,2025-07-25 00:52:04.494599
Platform Engineer,Healthcare,1001-5000,167900,12,No Degree,34,1882,linkedin,2025-07-31 00:52:04.494603
Data Engineer,Technology,1-10,84022,12,PhD,39,1189,linkedin,2025-06-23 00:52:04.494607
VP of Engineering,Healthcare,11-50,73623,25,Master,50,777,linkedin,2025-07-27 00:52:04.494612
Engineering Director,Education,5000+,122718,1,Bachelor,10,3131,linkedin,2025-08-23 00:52:04.494616
Platform Engineer,Healthcare,201-500,114015,24,Bachelor,18,2563,linkedin,2025-09-05 00:52:04.494620
CTO,Media & Communications,201-500,126196,11,Certificate,49,4563,linkedin,2025-07-14 00:52:04.494640
Platform Engineer,Energy,201-500,80836,7,Certificate,10,2036,linkedin,2025-07-23 00:52:04.494644
ML Engineer,Non-profit,501-1000,44300,16,Bachelor,38,354,linkedin,2025-06-21 00:52:04.494657
Software Architect,Retail,501-1000,98809,6,No Degree,42,4611,linkedin,2025-09-08 00:52:04.494663
Site Reliability Engineer,Healthcare,11-50,76031,21,Master,47,3297,linkedin,2025-08-06 00:52:04.494667
Site Reliability Engineer,Education,1001-5000,96853,12,Master,46,4087,linkedin,2025-07-30 00:52:04.494671
Technical Lead,Media & Communications,51-200,79874,4,Master,45,2784,linkedin,2025-07-30 00:52:04.494675
Lead Software Developer,Healthcare,11-50,111473,1,No Degree,47,1783,linkedin,2025-08-13 00:52:04.494680
Technical Lead,Manufacturing,1001-5000,114603,9,Master,42,4734,linkedin,2025-06-22 00:52:04.494684
VP of Engineering,Energy,1-10,78859,7,No Degree,8,3766,linkedin,2025-09-08 00:52:04.494687
Platform Engineer,Government,201-500,86894,2,Certificate,41,4954,linkedin,2025-06-26 00:52:04.494692
ML Engineer,Consulting,501-1000,143467,9,PhD,9,402,linkedin,2025-07-30 00:52:04.494695
Data Engineer,Real Estate,11-50,84984,17,Master,44,1254,linkedin,2025-09-08 00:52:04.494699
Lead Software Developer,Manufacturing,501-1000,128552,17,Certificate,5,2607,linkedin,2025-06-21 00:52:04.494703
CTO,Healthcare,501-1000,100456,12,Certificate,11,568,linkedin,2025-08-17 00:52:04.494707
Platform Engineer,Manufacturing,11-50,115412,21,Bachelor,28,3185,linkedin,2025-07-03 00:52:04.494711
Platform Engineer,Retail,1001-5000,116196,25,Certificate,16,2688,linkedin,2025-06-29 00:52:04.494715
Platform Engineer,Technology,501-1000,99607,13,No Degree,24,700,linkedin,2025-08-31 00:52:04.494719
Engineering Director,Consulting,11-50,107424,18,No Degree,39,4871,linkedin,2025-06-23 00:52:04.494722
Platform Engineer,Technology,501-1000,116663,17,No Degree,29,354,linkedin,2025-07-12 00:52:04.494727
Senior Software Developer,Financial Services,1-10,124097,15,Bachelor,23,4981,linkedin,2025-08-26 00:52:04.494730
Site Reliability Engineer,Consulting,201-500,194671,1,Master,31,4288,linkedin,2025-09-14 00:52:04.494734
Platform Engineer,Government,51-200,61055,18,No Degree,23,2238,linkedin,2025-08-14 00:52:04.494738
CTO,Consulting,11-50,111125,25,Bachelor,17,1523,linkedin,2025-07-24 00:52:04.494742
Site Reliability Engineer,Energy,201-500,58637,16,Certificate,18,4679,linkedin,2025-08-20 00:52:04.494746
Site Reliability Engineer,Financial Services,501-1000,177710,3,No Degree,8,2593,linkedin,2025-08-19 00:52:04.494750
Technical Lead,Government,1001-5000,76922,8,Bachelor,42,3941,linkedin,2025-07-07 00:52:04.494754
Engineering Director,Education,5000+,89779,13,No Degree,50,2241,linkedin,2025-08-26 00:52:04.494758
