company,job_title,location,salary,experience_years,company_rating,data_source,date_posted
Spotify,Principal Software Engineer,Remote - US,215207,16,3.4,glassdoor,2025-03-23 00:52:04.458631
Databricks,Engineering Manager,"Austin, TX",60148,3,3.3,glassdoor,2025-06-08 00:52:04.458635
Netflix,Engineering Manager,"Berlin, Germany",142764,2,3.4,glassdoor,2024-10-31 00:52:04.458638
Shopify,Backend Engineer,"London, UK",92290,18,3.9,glassdoor,2024-12-02 00:52:04.458644
IBM,ML Engineer,"Berlin, Germany",56733,10,3.3,glassdoor,2025-08-14 00:52:04.458647
Shopify,Backend Engineer,"Berlin, Germany",100282,9,4.6,glassdoor,2024-11-19 00:52:04.458652
Microsoft,DevOps Engineer,Remote - US,114506,2,3.6,glassdoor,2025-01-29 00:52:04.458656
Microsoft,Senior Software Engineer,"Los Angeles, CA",155129,9,3.2,glassdoor,2025-08-02 00:52:04.458659
Oracle,Mobile Engineer,"Chicago, IL",110823,14,4.2,glassdoor,2025-08-27 00:52:04.458663
Atlassian,Product Manager,"Los Angeles, CA",139131,19,4.0,glassdoor,2025-07-02 00:52:04.458667
Microsoft,Backend Engineer,"Seattle, WA",135109,10,5.0,glassdoor,2025-08-05 00:52:04.458671
Spotify,Senior Engineering Manager,"San Francisco, CA",199686,7,4.4,glassdoor,2025-02-05 00:52:04.458674
Spotify,Mobile Engineer,"London, UK",97398,5,3.7,glassdoor,2025-04-26 00:52:04.458678
OpenAI,Frontend Engineer,"Los Angeles, CA",86799,19,3.1,glassdoor,2024-10-29 00:52:04.458681
IBM,ML Engineer,"Seattle, WA",153375,10,3.2,glassdoor,2024-10-05 00:52:04.458685
OpenAI,Senior Data Scientist,"Boston, MA",112299,19,4.7,glassdoor,2025-03-31 00:52:04.458688
Apple,Engineering Manager,"Los Angeles, CA",210661,9,4.9,glassdoor,2024-09-25 00:52:04.458692
Intel,Security Engineer,"New York, NY",153310,19,4.4,glassdoor,2025-08-05 00:52:04.458695
Stripe,Security Engineer,"Berlin, Germany",97683,10,4.6,glassdoor,2024-10-09 00:52:04.458699
NVIDIA,Mobile Engineer,"Seattle, WA",143587,20,4.3,glassdoor,2024-12-31 00:52:04.458702
Databricks,Software Engineer,"Los Angeles, CA",101918,9,3.4,glassdoor,2025-05-31 00:52:04.458706
Snowflake,Full Stack Engineer,"Austin, TX",142257,7,5.0,glassdoor,2025-06-30 00:52:04.458709
Apple,Senior Data Scientist,"Seattle, WA",147898,16,4.5,glassdoor,2024-12-22 00:52:04.458713
Microsoft,ML Engineer,"London, UK",187199,4,4.2,glassdoor,2025-07-01 00:52:04.458717
Netflix,Senior Engineering Manager,"Toronto, Canada",98752,19,4.6,glassdoor,2025-06-25 00:52:04.458720
AMD,Backend Engineer,"San Francisco, CA",157082,13,3.7,glassdoor,2025-05-19 00:52:04.458724
Atlassian,Senior Data Scientist,"Toronto, Canada",120707,14,3.5,glassdoor,2025-05-18 00:52:04.458727
Stripe,Full Stack Engineer,"Austin, TX",159697,11,4.4,glassdoor,2024-11-29 00:52:04.458731
Atlassian,Backend Engineer,"Boston, MA",94549,12,4.0,glassdoor,2025-02-15 00:52:04.458734
Netflix,Product Manager,"London, UK",139731,4,4.7,glassdoor,2025-08-22 00:52:04.458738
IBM,Full Stack Engineer,"Los Angeles, CA",97351,17,4.9,glassdoor,2024-09-18 00:52:04.458741
Spotify,Principal Software Engineer,"Boston, MA",174661,2,4.5,glassdoor,2025-05-01 00:52:04.458745
Atlassian,Mobile Engineer,"New York, NY",176891,13,3.2,glassdoor,2025-05-27 00:52:04.458749
Atlassian,DevOps Engineer,"San Francisco, CA",173567,13,3.1,glassdoor,2025-01-03 00:52:04.458752
Databricks,Senior Product Manager,"Chicago, IL",93033,2,3.7,glassdoor,2025-09-03 00:52:04.458756
Snowflake,Principal Software Engineer,"Toronto, Canada",233624,20,3.7,glassdoor,2025-07-05 00:52:04.458759
Meta,Senior Software Engineer,"Boston, MA",193928,15,4.4,glassdoor,2025-07-08 00:52:04.458763
Cisco,Full Stack Engineer,"Denver, CO",125557,19,3.0,glassdoor,2025-08-08 00:52:04.458766
Google,Data Scientist,"Austin, TX",184426,4,4.1,glassdoor,2024-11-10 00:52:04.458769
Spotify,Frontend Engineer,"Seattle, WA",117121,9,3.5,glassdoor,2025-07-17 00:52:04.458773
Microsoft,Senior Product Manager,"Chicago, IL",129465,20,4.6,glassdoor,2025-01-26 00:52:04.458776
Apple,Principal Software Engineer,"Denver, CO",318629,19,4.1,glassdoor,2024-10-29 00:52:04.458780
Spotify,Senior Product Manager,"Toronto, Canada",121183,4,3.6,glassdoor,2025-09-17 00:52:04.458783
Oracle,DevOps Engineer,"Austin, TX",107548,18,3.8,glassdoor,2024-10-12 00:52:04.458787
Intel,Staff Software Engineer,Remote - US,182381,11,3.1,glassdoor,2024-12-22 00:52:04.458790
Adobe,Mobile Engineer,Remote - US,149157,17,3.0,glassdoor,2025-01-20 00:52:04.458794
Microsoft,Security Engineer,"Los Angeles, CA",128549,8,4.5,glassdoor,2025-03-19 00:52:04.458797
VMware,Staff Software Engineer,"Los Angeles, CA",179725,7,4.5,glassdoor,2024-10-31 00:52:04.458801
Amazon,ML Engineer,"New York, NY",188611,1,3.7,glassdoor,2025-03-28 00:52:04.458805
IBM,Senior Engineering Manager,"Berlin, Germany",72308,14,5.0,glassdoor,2025-01-15 00:52:04.458808
IBM,Senior Engineering Manager,"New York, NY",184427,2,4.4,glassdoor,2025-01-26 00:52:04.458812
Microsoft,Senior Data Scientist,"Austin, TX",169869,1,4.6,glassdoor,2025-08-27 00:52:04.458815
Snowflake,Senior Data Scientist,Remote - US,138128,12,5.0,glassdoor,2024-12-13 00:52:04.458819
Shopify,Data Scientist,"San Francisco, CA",221322,20,3.4,glassdoor,2025-03-19 00:52:04.458822
Cisco,Senior Software Engineer,"Berlin, Germany",88570,10,3.5,glassdoor,2025-03-13 00:52:04.458826
GitHub,Security Engineer,"Toronto, Canada",122730,14,4.8,glassdoor,2025-03-04 00:52:04.458829
Snowflake,Senior Engineering Manager,"Denver, CO",101298,15,3.7,glassdoor,2024-12-26 00:52:04.458833
Airbnb,Staff Software Engineer,"Toronto, Canada",224253,13,3.2,glassdoor,2024-11-13 00:52:04.458837
Netflix,Senior Data Scientist,"Los Angeles, CA",157783,3,3.2,glassdoor,2024-10-14 00:52:04.458845
Stripe,Senior Data Scientist,"Denver, CO",154133,19,4.4,glassdoor,2025-06-24 00:52:04.458848
NVIDIA,Backend Engineer,"Los Angeles, CA",120855,14,3.1,glassdoor,2025-03-21 00:52:04.458852
Oracle,Frontend Engineer,"Boston, MA",90326,20,5.0,glassdoor,2025-08-19 00:52:04.458855
Apple,Security Engineer,"Los Angeles, CA",214473,16,4.6,glassdoor,2024-10-05 00:52:04.458859
Netflix,Software Engineer,"New York, NY",150972,19,4.4,glassdoor,2025-02-05 00:52:04.458862
Microsoft,Engineering Manager,"Seattle, WA",227228,7,4.6,glassdoor,2025-03-14 00:52:04.458866
Databricks,Security Engineer,"London, UK",119713,1,4.2,glassdoor,2024-10-05 00:52:04.458869
Atlassian,DevOps Engineer,"Los Angeles, CA",125099,14,4.5,glassdoor,2024-11-28 00:52:04.458873
Meta,Mobile Engineer,"Los Angeles, CA",176147,12,3.6,glassdoor,2025-04-28 00:52:04.458876
Uber,Principal Software Engineer,"San Francisco, CA",401188,5,4.0,glassdoor,2025-03-03 00:52:04.458880
Adobe,Principal Software Engineer,"Boston, MA",197515,8,4.4,glassdoor,2025-05-31 00:52:04.458883
Oracle,Senior Data Scientist,"Toronto, Canada",88619,15,3.4,glassdoor,2025-07-10 00:52:04.458887
Apple,Backend Engineer,"New York, NY",214889,14,5.0,glassdoor,2024-10-03 00:52:04.458890
Snowflake,DevOps Engineer,"Toronto, Canada",93373,2,4.1,glassdoor,2025-04-22 00:52:04.458894
Stripe,Senior Engineering Manager,"Toronto, Canada",180687,20,3.3,glassdoor,2025-03-16 00:52:04.458898
Spotify,Senior Product Manager,"Seattle, WA",136270,6,4.6,glassdoor,2025-05-19 00:52:04.458901
VMware,Full Stack Engineer,"San Francisco, CA",135253,11,4.1,glassdoor,2025-03-13 00:52:04.458904
Atlassian,Engineering Manager,"London, UK",144007,2,3.1,glassdoor,2025-02-26 00:52:04.458908
NVIDIA,Full Stack Engineer,Remote - US,128611,13,4.5,glassdoor,2024-11-27 00:52:04.458912
Apple,Engineering Manager,"Los Angeles, CA",212408,20,3.1,glassdoor,2025-01-22 00:52:04.458915
Intel,Mobile Engineer,"Los Angeles, CA",90240,4,4.8,glassdoor,2024-12-09 00:52:04.458919
IBM,Senior Engineering Manager,"New York, NY",158569,13,4.0,glassdoor,2025-08-20 00:52:04.458923
Amazon,Mobile Engineer,"New York, NY",206190,9,3.3,glassdoor,2025-04-05 00:52:04.458926
NVIDIA,Senior Product Manager,"Los Angeles, CA",97050,16,4.8,glassdoor,2025-08-08 00:52:04.458930
Airbnb,Product Manager,"Berlin, Germany",89021,17,3.5,glassdoor,2024-11-01 00:52:04.458935
Stripe,Staff Software Engineer,Remote - US,261058,20,3.3,glassdoor,2024-11-24 00:52:04.458938
Meta,Senior Engineering Manager,"Berlin, Germany",77872,19,4.4,glassdoor,2024-11-12 00:52:04.458942
Snowflake,Senior Software Engineer,"San Francisco, CA",135797,2,3.1,glassdoor,2024-10-24 00:52:04.458946
Cisco,Data Scientist,"Berlin, Germany",70131,6,4.5,glassdoor,2025-02-16 00:52:04.458949
Oracle,Software Engineer,"Denver, CO",86157,20,4.1,glassdoor,2024-10-24 00:52:04.458953
Stripe,Full Stack Engineer,"Austin, TX",160601,12,3.6,glassdoor,2025-08-11 00:52:04.458956
NVIDIA,Senior Software Engineer,"New York, NY",228450,14,3.8,glassdoor,2025-01-23 00:52:04.458960
Tesla,ML Engineer,"London, UK",142341,4,3.6,glassdoor,2025-04-07 00:52:04.458963
AMD,DevOps Engineer,"Chicago, IL",104545,4,4.5,glassdoor,2024-12-28 00:52:04.458967
Adobe,Principal Software Engineer,"Los Angeles, CA",197246,7,3.9,glassdoor,2025-05-04 00:52:04.458971
Atlassian,Senior Product Manager,"New York, NY",120883,3,3.1,glassdoor,2025-03-05 00:52:04.458974
Oracle,Frontend Engineer,"Austin, TX",107600,5,4.6,glassdoor,2024-11-26 00:52:04.458978
AMD,ML Engineer,"Austin, TX",101764,5,4.0,glassdoor,2024-12-28 00:52:04.458981
Atlassian,Full Stack Engineer,"Boston, MA",114970,15,3.0,glassdoor,2025-02-28 00:52:04.458985
Spotify,Backend Engineer,"Austin, TX",90131,6,4.2,glassdoor,2025-08-24 00:52:04.458988
Microsoft,Senior Data Scientist,"Denver, CO",160944,19,4.8,glassdoor,2024-10-18 00:52:04.458992
Intel,Full Stack Engineer,"Boston, MA",141107,17,3.0,glassdoor,2025-07-24 00:52:04.458995
GitHub,Engineering Manager,"Boston, MA",167280,11,4.5,glassdoor,2025-03-14 00:52:04.458999
Microsoft,Security Engineer,"San Francisco, CA",236270,18,4.1,glassdoor,2025-03-16 00:52:04.459002
Adobe,Senior Data Scientist,"Seattle, WA",159779,12,4.0,glassdoor,2024-12-10 00:52:04.459006
Airbnb,Principal Software Engineer,"New York, NY",331443,3,3.8,glassdoor,2025-03-28 00:52:04.459010
Adobe,DevOps Engineer,"New York, NY",157976,6,4.2,glassdoor,2025-02-24 00:52:04.459013
Spotify,Senior Software Engineer,"San Francisco, CA",189475,1,3.3,glassdoor,2025-03-31 00:52:04.459017
VMware,Full Stack Engineer,Remote - US,121120,14,3.3,glassdoor,2024-12-28 00:52:04.459020
Meta,ML Engineer,"London, UK",119150,10,3.3,glassdoor,2024-11-06 00:52:04.459024
AMD,Senior Data Scientist,"London, UK",97676,10,4.0,glassdoor,2024-12-31 00:52:04.459027
Adobe,Full Stack Engineer,"Toronto, Canada",118756,18,3.6,glassdoor,2025-09-09 00:52:04.459031
Databricks,ML Engineer,"Berlin, Germany",97541,3,5.0,glassdoor,2024-11-23 00:52:04.459035
Stripe,Software Engineer,"London, UK",135156,15,3.5,glassdoor,2024-10-17 00:52:04.459039
VMware,Senior Product Manager,"Toronto, Canada",154508,1,4.2,glassdoor,2025-06-22 00:52:04.459042
Spotify,Security Engineer,"New York, NY",127995,7,3.1,glassdoor,2024-09-24 00:52:04.459046
Amazon,Product Manager,"San Francisco, CA",247342,14,3.6,glassdoor,2025-07-02 00:52:04.459050
GitHub,Product Manager,"Chicago, IL",111960,16,4.5,glassdoor,2025-01-19 00:52:04.459053
AMD,Senior Software Engineer,"Toronto, Canada",181183,4,4.0,glassdoor,2024-12-04 00:52:04.459057
Snowflake,Full Stack Engineer,Remote - US,99594,12,3.6,glassdoor,2025-06-21 00:52:04.459060
Atlassian,ML Engineer,Remote - US,98848,11,4.4,glassdoor,2024-10-04 00:52:04.459064
IBM,Data Scientist,"London, UK",92676,15,3.4,glassdoor,2025-05-14 00:52:04.459067
Airbnb,Senior Data Scientist,"Austin, TX",80761,9,4.5,glassdoor,2024-09-22 00:52:04.459071
Tesla,Full Stack Engineer,"Los Angeles, CA",120804,15,3.7,glassdoor,2025-04-30 00:52:04.459075
Stripe,Principal Software Engineer,"London, UK",211602,17,3.8,glassdoor,2025-02-27 00:52:04.459078
Databricks,Engineering Manager,"Boston, MA",176143,1,3.6,glassdoor,2025-08-08 00:52:04.459082
Databricks,Backend Engineer,"Berlin, Germany",80767,8,4.5,glassdoor,2025-05-31 00:52:04.459085
Tesla,Data Scientist,Remote - US,221240,8,3.3,glassdoor,2024-11-06 00:52:04.459089
AMD,Senior Product Manager,"Austin, TX",128529,1,4.3,glassdoor,2024-12-20 00:52:04.459092
Uber,Senior Product Manager,"San Francisco, CA",171969,3,3.8,glassdoor,2025-01-19 00:52:04.459096
Amazon,Engineering Manager,"San Francisco, CA",273534,17,5.0,glassdoor,2025-06-29 00:52:04.459099
GitHub,Full Stack Engineer,"Denver, CO",118625,20,3.4,glassdoor,2025-04-23 00:52:04.459103
Snowflake,Senior Data Scientist,"Berlin, Germany",55638,1,4.8,glassdoor,2025-08-03 00:52:04.459107
IBM,Senior Product Manager,Remote - US,162315,1,4.8,glassdoor,2025-06-20 00:52:04.459110
GitHub,Senior Engineering Manager,"San Francisco, CA",200213,12,4.6,glassdoor,2025-06-14 00:52:04.459114
AMD,Senior Data Scientist,"San Francisco, CA",146798,0,3.6,glassdoor,2024-11-13 00:52:04.459118
Amazon,ML Engineer,"Boston, MA",92295,14,5.0,glassdoor,2024-12-13 00:52:04.459121
Spotify,Full Stack Engineer,"New York, NY",192141,16,3.9,glassdoor,2025-06-11 00:52:04.459125
VMware,Principal Software Engineer,"Los Angeles, CA",193464,5,4.5,glassdoor,2024-10-21 00:52:04.459128
Airbnb,Senior Engineering Manager,"San Francisco, CA",262736,10,4.6,glassdoor,2024-12-01 00:52:04.459132
Intel,Product Manager,"New York, NY",102984,19,4.7,glassdoor,2025-02-22 00:52:04.459135
GitHub,Mobile Engineer,"Los Angeles, CA",95053,2,3.8,glassdoor,2025-07-31 00:52:04.459139
Netflix,Engineering Manager,"Denver, CO",256769,10,4.9,glassdoor,2025-09-14 00:52:04.459142
Airbnb,Security Engineer,"Austin, TX",141719,14,4.5,glassdoor,2025-04-02 00:52:04.459146
Stripe,Software Engineer,"Boston, MA",114658,20,3.7,glassdoor,2025-05-20 00:52:04.459150
Microsoft,Principal Software Engineer,"Denver, CO",300597,9,3.3,glassdoor,2024-10-01 00:52:04.459153
Spotify,Senior Data Scientist,"Toronto, Canada",84939,3,4.3,glassdoor,2025-04-19 00:52:04.459157
Databricks,Senior Product Manager,"Austin, TX",104924,4,4.0,glassdoor,2025-01-28 00:52:04.459161
AMD,DevOps Engineer,"Chicago, IL",110598,17,4.8,glassdoor,2024-12-16 00:52:04.459164
VMware,Product Manager,"Austin, TX",119111,19,4.7,glassdoor,2025-08-07 00:52:04.459168
Spotify,Backend Engineer,Remote - US,135707,11,3.2,glassdoor,2024-12-03 00:52:04.459171
Amazon,Senior Software Engineer,Remote - US,139652,16,3.4,glassdoor,2024-12-17 00:52:04.459175
Meta,Senior Engineering Manager,"Los Angeles, CA",108551,16,3.9,glassdoor,2024-10-04 00:52:04.459178
Tesla,Full Stack Engineer,"Seattle, WA",220346,16,3.9,glassdoor,2025-08-20 00:52:04.459182
Atlassian,Engineering Manager,Remote - US,200601,13,3.9,glassdoor,2025-08-19 00:52:04.459185
Adobe,Backend Engineer,"Berlin, Germany",64282,9,4.4,glassdoor,2025-02-27 00:52:04.459188
Airbnb,Software Engineer,"Toronto, Canada",153296,6,4.2,glassdoor,2025-08-25 00:52:04.459192
GitHub,DevOps Engineer,"Toronto, Canada",110498,2,4.1,glassdoor,2025-08-18 00:52:04.459195
Apple,Full Stack Engineer,"San Francisco, CA",280292,9,3.8,glassdoor,2025-07-10 00:52:04.459199
Cisco,Frontend Engineer,"Los Angeles, CA",109458,12,3.9,glassdoor,2025-03-08 00:52:04.459203
OpenAI,Staff Software Engineer,"Berlin, Germany",160137,17,3.3,glassdoor,2025-03-23 00:52:04.459206
Amazon,Senior Engineering Manager,Remote - US,208658,12,4.1,glassdoor,2025-05-26 00:52:04.459210
Google,Software Engineer,"Boston, MA",119726,14,4.3,glassdoor,2024-12-13 00:52:04.459213
GitHub,Security Engineer,"Austin, TX",128985,7,3.9,glassdoor,2025-06-30 00:52:04.459217
Airbnb,Product Manager,"Toronto, Canada",158522,3,3.1,glassdoor,2024-10-14 00:52:04.459221
GitHub,Software Engineer,"Austin, TX",114635,6,3.1,glassdoor,2024-11-17 00:52:04.459226
Microsoft,Backend Engineer,"London, UK",105896,1,3.5,glassdoor,2025-08-26 00:52:04.459230
OpenAI,Backend Engineer,"Austin, TX",122818,17,3.4,glassdoor,2025-08-20 00:52:04.459233
Meta,Mobile Engineer,"Boston, MA",189749,7,4.6,glassdoor,2024-11-27 00:52:04.459237
Snowflake,ML Engineer,"Austin, TX",70011,9,4.8,glassdoor,2024-10-14 00:52:04.459240
Spotify,Senior Product Manager,"Chicago, IL",82441,9,3.6,glassdoor,2024-12-06 00:52:04.459244
Salesforce,Senior Engineering Manager,"Berlin, Germany",44766,13,4.1,glassdoor,2025-08-24 00:52:04.459247
Databricks,Security Engineer,Remote - US,112398,10,4.4,glassdoor,2025-02-20 00:52:04.459251
Meta,Senior Data Scientist,"Chicago, IL",179073,5,4.5,glassdoor,2025-01-18 00:52:04.459255
Uber,Senior Product Manager,"Boston, MA",168541,4,4.6,glassdoor,2025-08-19 00:52:04.459258
Adobe,Frontend Engineer,"Chicago, IL",109600,17,4.1,glassdoor,2025-03-03 00:52:04.459262
Uber,Data Scientist,"Austin, TX",186131,10,4.3,glassdoor,2025-01-30 00:52:04.459265
Databricks,Staff Software Engineer,Remote - US,129013,6,3.1,glassdoor,2025-03-08 00:52:04.459269
Intel,Senior Software Engineer,"Seattle, WA",107997,6,4.6,glassdoor,2024-11-21 00:52:04.459272
AMD,Product Manager,"Denver, CO",106800,6,4.7,glassdoor,2025-03-31 00:52:04.459276
Stripe,Software Engineer,"Austin, TX",135678,6,4.9,glassdoor,2025-07-19 00:52:04.459279
AMD,Full Stack Engineer,"Austin, TX",107293,19,4.4,glassdoor,2025-02-26 00:52:04.459283
Uber,ML Engineer,"Boston, MA",76011,12,3.9,glassdoor,2024-10-20 00:52:04.459286
Databricks,Senior Data Scientist,"Boston, MA",106075,11,4.0,glassdoor,2025-01-06 00:52:04.459290
Atlassian,Principal Software Engineer,"Toronto, Canada",146343,15,4.5,glassdoor,2025-04-07 00:52:04.459294
Tesla,DevOps Engineer,"Los Angeles, CA",153081,13,3.1,glassdoor,2025-05-27 00:52:04.459297
AMD,Engineering Manager,"San Francisco, CA",275306,8,4.1,glassdoor,2024-11-22 00:52:04.459301
Salesforce,Frontend Engineer,"Boston, MA",87698,4,3.4,glassdoor,2025-05-23 00:52:04.459304
OpenAI,Senior Product Manager,"Denver, CO",96900,17,4.3,glassdoor,2024-10-02 00:52:04.459307
Snowflake,Data Scientist,"Denver, CO",92214,20,4.5,glassdoor,2025-01-25 00:52:04.459311
Netflix,DevOps Engineer,"New York, NY",223956,4,4.4,glassdoor,2025-01-10 00:52:04.459314
Netflix,Senior Software Engineer,Remote - US,247614,1,4.7,glassdoor,2025-08-10 00:52:04.459318
Intel,Senior Software Engineer,"San Francisco, CA",151739,13,3.3,glassdoor,2024-10-30 00:52:04.459322
Uber,Staff Software Engineer,"Toronto, Canada",213997,4,3.0,glassdoor,2025-01-02 00:52:04.459325
Atlassian,DevOps Engineer,"San Francisco, CA",144819,19,4.3,glassdoor,2024-11-06 00:52:04.459329
Shopify,Full Stack Engineer,"San Francisco, CA",136310,0,4.1,glassdoor,2025-02-19 00:52:04.459332
Google,Software Engineer,Remote - US,135633,8,4.1,glassdoor,2025-04-24 00:52:04.459336
Google,Mobile Engineer,"Toronto, Canada",119894,13,4.6,glassdoor,2025-06-18 00:52:04.459340
Amazon,Principal Software Engineer,Remote - US,251787,4,3.5,glassdoor,2024-11-04 00:52:04.459343
Spotify,Data Scientist,"Los Angeles, CA",88969,8,4.6,glassdoor,2025-08-08 00:52:04.459347
Databricks,Security Engineer,"Denver, CO",150438,18,3.5,glassdoor,2024-09-26 00:52:04.459350
Uber,Senior Data Scientist,"Berlin, Germany",91359,2,4.3,glassdoor,2024-10-20 00:52:04.459354
Cisco,Senior Software Engineer,"Seattle, WA",140876,12,3.8,glassdoor,2024-12-09 00:52:04.459357
Shopify,Senior Software Engineer,"Berlin, Germany",91974,0,4.4,glassdoor,2025-08-06 00:52:04.459361
Shopify,Frontend Engineer,"Berlin, Germany",73901,10,4.1,glassdoor,2025-07-31 00:52:04.459364
Spotify,Senior Software Engineer,"Austin, TX",120431,6,4.8,glassdoor,2024-09-28 00:52:04.459368
Salesforce,Full Stack Engineer,"Boston, MA",121266,1,4.8,glassdoor,2024-10-02 00:52:04.459371
Airbnb,Senior Software Engineer,"New York, NY",264062,10,3.0,glassdoor,2025-06-03 00:52:04.459375
Salesforce,Engineering Manager,"Toronto, Canada",152856,12,4.9,glassdoor,2025-04-17 00:52:04.459379
Netflix,Senior Product Manager,"London, UK",129009,12,4.4,glassdoor,2024-12-15 00:52:04.459383
Snowflake,Security Engineer,"Toronto, Canada",102058,4,4.6,glassdoor,2024-09-30 00:52:04.459386
AMD,Staff Software Engineer,Remote - US,96159,11,3.1,glassdoor,2025-02-06 00:52:04.459389
Uber,Staff Software Engineer,"Los Angeles, CA",135489,19,4.5,glassdoor,2024-11-17 00:52:04.459393
OpenAI,ML Engineer,"San Francisco, CA",206286,20,3.5,glassdoor,2025-01-30 00:52:04.459397
Shopify,Senior Product Manager,"Los Angeles, CA",143531,17,4.9,glassdoor,2025-02-08 00:52:04.459400
Netflix,Security Engineer,"Seattle, WA",200110,19,3.6,glassdoor,2025-05-14 00:52:04.459404
NVIDIA,Staff Software Engineer,"Seattle, WA",234884,8,3.3,glassdoor,2024-09-18 00:52:04.459407
VMware,Engineering Manager,"Toronto, Canada",181644,12,3.6,glassdoor,2025-07-25 00:52:04.459410
Apple,Software Engineer,"Boston, MA",203587,14,3.7,glassdoor,2025-05-02 00:52:04.459415
Amazon,Engineering Manager,"Seattle, WA",353699,5,3.9,glassdoor,2024-12-06 00:52:04.459418
Adobe,Mobile Engineer,"Chicago, IL",105236,3,3.1,glassdoor,2025-03-20 00:52:04.459422
Adobe,Staff Software Engineer,"London, UK",117936,19,4.6,glassdoor,2025-03-04 00:52:04.459425
Google,Senior Data Scientist,"Chicago, IL",102621,12,4.6,glassdoor,2024-12-05 00:52:04.459429
Uber,Mobile Engineer,"New York, NY",188823,12,3.3,glassdoor,2025-05-03 00:52:04.459432
