"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2024,"SE","FT","Data Scientist",156000,"USD",156000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Developer",102000,"USD",102000,"US",100,"US","M"
2023,"SE","FT","ML Engineer",206000,"USD",206000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",126480,"USD",126480,"US",0,"US","M"
2023,"SE","FT","Data Architect",186000,"USD",186000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",158494,"USD",158494,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",255800,"USD",255800,"US",0,"US","M"
2022,"SE","FT","Data Engineer",35000,"EUR",36773,"ES",0,"ES","M"
2022,"SE","FT","Machine Learning Software Engineer",227200,"USD",227200,"CA",100,"CA","M"
2023,"SE","FT","Data Engineer",215000,"USD",215000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",93300,"USD",93300,"US",0,"US","M"
2024,"MI","FT","Data Scientist",152000,"USD",152000,"US",0,"US","M"
2023,"SE","FT","Data Science",138000,"USD",138000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",250000,"USD",250000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",179000,"USD",179000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",162000,"USD",162000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",165000,"USD",165000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",143860,"USD",143860,"US",0,"US","M"
2021,"EN","PT","Computer Vision Engineer",180000,"DKK",28609,"DK",50,"DK","S"
2023,"SE","FT","Machine Learning Engineer",255800,"USD",255800,"US",0,"US","M"
2023,"EN","FT","Research Analyst",75753,"USD",75753,"US",0,"US","M"
2024,"SE","FT","Data Analyst",135000,"USD",135000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",42245,"GBP",52806,"GB",0,"GB","M"
2023,"SE","FT","Data Analyst",170550,"USD",170550,"US",100,"US","M"
2024,"MI","FT","Business Intelligence Engineer",165600,"USD",165600,"US",0,"US","L"
2023,"SE","FT","Data Quality Analyst",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",184800,"USD",184800,"US",0,"US","M"
2023,"SE","FT","Data Architect",185000,"USD",185000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",55000,"USD",55000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",205000,"USD",205000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",205600,"USD",205600,"US",100,"US","M"
2024,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",170000,"USD",170000,"US",0,"US","M"
2024,"SE","FT","Data Integration Developer",121056,"USD",121056,"US",0,"US","M"
2023,"SE","FT","Data Scientist",192000,"USD",192000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",30000,"GBP",36912,"GB",100,"GB","S"
2023,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",254000,"USD",254000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",138900,"USD",138900,"US",100,"US","M"
2023,"MI","FT","Data Scientist",140000,"USD",140000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",161000,"USD",161000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2024,"MI","FT","Data Engineer",100000,"USD",100000,"US",0,"US","M"
2020,"MI","FT","BI Data Analyst",98000,"USD",98000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",110000,"USD",110000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",77265,"USD",77265,"US",0,"US","M"
2023,"SE","FT","Data Analyst",74400,"USD",74400,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",182000,"USD",182000,"US",0,"US","M"
2024,"MI","FT","Data Modeler",185800,"USD",185800,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2024,"MI","FT","Data Engineer",75000,"USD",75000,"US",100,"US","M"
2023,"MI","FT","ETL Engineer",47500,"GBP",58444,"GB",100,"GB","M"
2022,"SE","FT","Data Science Manager",249260,"USD",249260,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",285000,"USD",285000,"US",0,"US","L"
2023,"SE","FT","Data Engineer",123000,"USD",123000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",165000,"USD",165000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",248100,"USD",248100,"US",0,"US","M"
2023,"SE","FT","Decision Scientist",142200,"USD",142200,"US",0,"US","M"
2023,"SE","FT","Research Engineer",133000,"USD",133000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Scientist",242000,"CAD",186153,"CA",0,"CA","M"
2023,"SE","FT","Research Scientist",248100,"USD",248100,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",115000,"USD",115000,"US",100,"US","M"
2024,"MI","FT","Business Intelligence Manager",164700,"USD",164700,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",230000,"USD",230000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",178000,"USD",178000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",250000,"USD",250000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",90700,"USD",90700,"US",0,"US","M"
2023,"MI","FT","Data Engineer",80000,"USD",80000,"ES",100,"ES","M"
2023,"SE","FT","Research Scientist",159300,"USD",159300,"US",0,"US","M"
2024,"SE","FT","Business Intelligence",132600,"USD",132600,"US",0,"US","M"
2022,"MI","FT","Data Analyst",109000,"USD",109000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",140100,"USD",140100,"US",0,"US","M"
2024,"MI","FT","Data Scientist",147800,"USD",147800,"US",0,"US","M"
2023,"SE","FT","Data Analyst",80000,"USD",80000,"US",100,"US","S"
2024,"SE","FT","Machine Learning Engineer",225000,"USD",225000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",117400,"USD",117400,"US",0,"US","M"
2023,"MI","FT","Data Specialist",73000,"USD",73000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",236400,"USD",236400,"US",0,"US","M"
2023,"MI","FT","Data Scientist",166000,"USD",166000,"US",0,"US","M"
2023,"SE","FT","Data Infrastructure Engineer",151090,"USD",151090,"US",0,"US","M"
2020,"MI","FT","Product Data Analyst",20000,"USD",20000,"HN",0,"HN","S"
2023,"SE","FT","Data Analyst",116000,"USD",116000,"US",100,"US","M"
2023,"EN","FT","Business Intelligence Analyst",40000,"GBP",49216,"GB",0,"GB","M"
2023,"SE","FT","Analytics Engineer",130000,"USD",130000,"CA",0,"CA","M"
2024,"EN","FT","Research Analyst",49452,"USD",49452,"US",0,"US","M"
2024,"MI","FT","Data Scientist",170200,"USD",170200,"US",0,"US","M"
2023,"SE","FT","Data Manager",155000,"USD",155000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",170000,"USD",170000,"US",100,"US","M"
2024,"MI","FT","ML Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",88000,"USD",88000,"CO",0,"CO","M"
2024,"EN","FT","Data Analyst",192500,"USD",192500,"US",0,"US","M"
2022,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",165100,"USD",165100,"US",0,"US","M"
2024,"MI","FT","Data Scientist",115000,"USD",115000,"US",0,"US","M"
2023,"SE","FT","BI Analyst",147000,"USD",147000,"US",100,"US","M"
2023,"EN","FT","Data Engineer",80000,"USD",80000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2023,"SE","FT","Data Analyst",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",190200,"USD",190200,"US",0,"US","M"
2023,"EN","FT","Data Management Analyst",50000,"USD",50000,"US",0,"US","M"
2024,"EN","FT","Data Management Analyst",50000,"USD",50000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",50000,"USD",50000,"AM",0,"AM","S"
2024,"SE","FT","Analytics Engineer",720000,"USD",720000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",84400,"USD",84400,"US",0,"US","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M"
2024,"EN","FT","Applied Scientist",104000,"USD",104000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",78000,"USD",78000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",156400,"USD",156400,"US",0,"US","M"
2024,"SE","FT","Data Scientist",151000,"USD",151000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",110000,"USD",110000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",123000,"USD",123000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",143000,"USD",143000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",70000,"USD",70000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",75000,"USD",75000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",119700,"USD",119700,"US",0,"US","M"
2023,"SE","FT","Data Engineer",146000,"USD",146000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",115950,"USD",115950,"US",0,"US","M"
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",222750,"USD",222750,"US",0,"US","M"
2024,"MI","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",212000,"USD",212000,"US",0,"US","M"
2024,"SE","FT","Research Scientist",211900,"USD",211900,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Analyst",112000,"USD",112000,"CA",0,"CA","M"
2023,"MI","FT","Data Analyst",101000,"USD",101000,"US",0,"US","M"
2023,"SE","FT","ML Engineer",365630,"USD",365630,"US",0,"US","M"
2023,"SE","FT","Data Engineer",178000,"USD",178000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",216800,"USD",216800,"US",100,"US","M"
2023,"MI","FT","Data Analyst",100000,"USD",100000,"US",100,"US","M"
2023,"EN","FT","Data Scientist",132200,"USD",132200,"GB",0,"GB","M"
2023,"MI","FT","Data Engineer",111000,"USD",111000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",45000,"GBP",55368,"CF",100,"CF","M"
2023,"SE","FT","Data Scientist",148800,"USD",148800,"US",0,"US","M"
2023,"SE","FT","Data Scientist",104650,"USD",104650,"US",100,"US","M"
2023,"SE","FT","Data Analyst",230000,"USD",230000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",140100,"USD",140100,"US",0,"US","M"
2023,"SE","FT","Data Engineer",166000,"USD",166000,"US",0,"US","M"
2023,"MI","FT","Data Architect",100000,"USD",100000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",250000,"USD",250000,"US",0,"US","M"
2023,"EN","FT","ML Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",866000,"PHP",15680,"PH",50,"PH","L"
2023,"SE","FT","Machine Learning Engineer",234500,"USD",234500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",170500,"USD",170500,"CA",100,"CA","M"
2023,"SE","FT","Data Scientist",207900,"USD",207900,"US",0,"US","M"
2023,"MI","FT","Data Analyst",59500,"USD",59500,"US",0,"US","M"
2024,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2021,"SE","FT","Principal Data Analyst",170000,"USD",170000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",82900,"USD",82900,"IN",0,"IN","M"
2023,"EN","FT","Data Scientist",156450,"USD",156450,"US",100,"US","M"
2024,"MI","FT","Machine Learning Engineer",177100,"USD",177100,"US",0,"US","M"
2024,"EX","FT","Data Scientist",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Research Scientist",145900,"USD",145900,"US",0,"US","M"
2023,"MI","FT","Data Engineer",179000,"USD",179000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",111600,"USD",111600,"US",0,"US","L"
2023,"SE","FT","Data Scientist",145000,"USD",145000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",180000,"USD",180000,"US",100,"US","L"
2024,"SE","FT","Research Scientist",127300,"USD",127300,"US",0,"US","L"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M"
2023,"SE","FT","Data Scientist",164000,"USD",164000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",257000,"USD",257000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",122000,"USD",122000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",297000,"USD",297000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",155000,"USD",155000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",55000,"USD",55000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",187000,"USD",187000,"US",0,"US","M"
2024,"MI","FT","Business Intelligence",100000,"USD",100000,"US",0,"US","M"
2024,"SE","FT","Research Engineer",235680,"USD",235680,"US",0,"US","M"
2023,"SE","FT","Data Scientist",192000,"USD",192000,"US",100,"US","M"
2023,"SE","FT","Data Architect",175564,"USD",175564,"US",100,"US","M"
2023,"EX","FT","Analytics Engineer",170000,"USD",170000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"US","M"
2024,"SE","FT","Data Architect",299792,"USD",299792,"US",0,"US","M"
2023,"EN","FT","Data Scientist",70000,"USD",70000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",133500,"USD",133500,"US",0,"US","M"
2024,"EN","FT","Research Analyst",116000,"USD",116000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",74300,"USD",74300,"US",100,"US","M"
2022,"SE","FT","Data Architect",250000,"USD",250000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",115000,"USD",115000,"US",100,"US","M"
2022,"SE","FT","Machine Learning Engineer",129300,"USD",129300,"US",0,"US","M"
2023,"EX","FT","Data Engineer",167500,"USD",167500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",197400,"USD",197400,"US",0,"US","M"
2023,"SE","FT","Data Strategist",125000,"USD",125000,"US",100,"US","M"
2024,"MI","FT","Data Analyst",134400,"USD",134400,"US",0,"US","M"
2023,"SE","FT","Data Analyst",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",150000,"USD",150000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",66000,"USD",66000,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Analyst",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Data Scientist",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2022,"MI","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",210000,"USD",210000,"US",0,"US","M"
2024,"EN","FT","Data Science",65000,"EUR",72222,"DE",0,"DE","M"
2024,"SE","FT","Data Engineer",188000,"USD",188000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",145900,"USD",145900,"US",0,"US","M"
2023,"SE","FT","Data Architect",113900,"USD",113900,"US",100,"US","M"
2022,"SE","FT","Data Engineer",80000,"USD",80000,"US",100,"US","M"
2023,"SE","FT","Data Modeler",258700,"USD",258700,"US",0,"US","M"
2023,"MI","FT","Data Analyst",36000,"USD",36000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2024,"MI","FT","Data Analyst",135000,"USD",135000,"US",0,"US","M"
2024,"MI","FT","Research Scientist",100400,"USD",100400,"US",0,"US","L"
2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",192000,"USD",192000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",160395,"USD",160395,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2024,"SE","FT","Data Architect",165000,"USD",165000,"US",100,"US","M"
2024,"MI","FT","Data Engineer",154000,"USD",154000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",133000,"USD",133000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",145000,"USD",145000,"US",100,"US","M"
2023,"SE","FT","AI Architect",330000,"USD",330000,"US",0,"US","M"
2023,"SE","FT","AI Engineer",106200,"USD",106200,"US",0,"US","M"
2024,"SE","FT","Analytics Engineer",153018,"USD",153018,"US",0,"US","M"
2023,"SE","FT","Data Engineer",178500,"USD",178500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",194000,"USD",194000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",240500,"USD",240500,"US",0,"US","M"
2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M"
2023,"SE","FT","Data Scientist",165000,"USD",165000,"US",0,"US","M"
2022,"MI","FT","Data Engineer",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Research Scientist",248100,"USD",248100,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",130000,"EUR",140358,"DE",100,"DE","M"
2023,"SE","FT","Business Intelligence Engineer",170000,"USD",170000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",45000,"EUR",48585,"ES",0,"ES","M"
2024,"SE","FT","AI Architect",197500,"USD",197500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2024,"SE","FT","Data Science Consultant",122000,"USD",122000,"US",0,"US","M"
2024,"SE","FT","ETL Developer",99500,"USD",99500,"US",0,"US","M"
2024,"MI","FT","Business Intelligence",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",133300,"USD",133300,"US",0,"US","M"
2023,"SE","FT","Decision Scientist",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Data Analyst",75000,"GBP",92280,"GB",0,"GB","M"
2023,"SE","FT","Data Scientist",187000,"USD",187000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",162000,"USD",162000,"US",0,"US","M"
2022,"SE","FT","Data Architect",190000,"USD",190000,"US",100,"US","M"
2024,"SE","FT","Data Manager",125500,"USD",125500,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",235400,"USD",235400,"US",100,"US","M"
2023,"MI","FT","Data Engineer",100000,"USD",100000,"US",0,"US","M"
2024,"SE","FT","Analytics Engineer",140000,"USD",140000,"CA",0,"CA","M"
2023,"SE","FT","Data Scientist",166000,"USD",166000,"CA",100,"CA","M"
2023,"SE","FT","Data Engineer",199000,"USD",199000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",245000,"USD",245000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",245000,"USD",245000,"US",100,"US","M"
2023,"MI","FT","AI Engineer",225000,"USD",225000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",133800,"USD",133800,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",84000,"USD",84000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",75065,"USD",75065,"US",100,"US","M"
2023,"SE","FT","Data Scientist",240000,"USD",240000,"US",100,"US","M"
2023,"SE","FT","Data Architect",170000,"USD",170000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",295490,"USD",295490,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",135000,"USD",135000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",153000,"USD",153000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",370000,"USD",370000,"US",0,"US","M"
2023,"SE","FT","Data Operations Engineer",240000,"USD",240000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",137500,"USD",137500,"US",0,"US","M"
2023,"EX","FT","Head of Data",172200,"USD",172200,"US",0,"US","M"
2022,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2022,"MI","FT","Data Analyst",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Architect",90000,"USD",90000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M"
2024,"MI","FT","Data Science Practitioner",68400,"USD",68400,"US",0,"US","M"
2022,"SE","FT","Data Scientist",159000,"USD",159000,"US",0,"US","L"
2022,"SE","FT","Data Scientist",80000,"GBP",98506,"GB",0,"GB","M"
2023,"SE","FT","BI Developer",167500,"USD",167500,"US",0,"US","M"
2023,"SE","FT","Data Architect",180000,"USD",180000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",41419,"USD",41419,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",176000,"USD",176000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",153600,"USD",153600,"US",100,"US","M"
2024,"MI","FT","Data Engineer",158000,"USD",158000,"US",0,"US","M"
2023,"SE","FT","Computer Vision Engineer",210000,"USD",210000,"US",0,"US","M"
